SH01Ex ,SH01Ex2,SH01Ex3,SH01Tr ,SH01Tr2,SH01Tr3,SH01Fu,SH01Fu2,SH02Ex,SH02Ex2,SH02Tr2,SH02Fu,SH03Ex,SH03Ex2,SH03Ex3,SH03Ex4,SH03Tr2,SH03Tr3,SH03Fu,SH03Fu2,SH03Fu3,SH03Fu4,SH05Ex,SH05Ex2,SH05Tr,SH05Tr2,SH05Fu,SH05Fu2,SH06Ex,SH06Tr,SH06Fu,SH07Ex,SH07Ex2,SH07Tr,SH07Tr2,SH07Fu,SH07Fu2,SH08Ex,SH08Ex2,SH08Tr2,SH08Tr,SH08Fu,SH09Ex,SH09Ex2,SH09Ex3,SH09Tr,SH09Tr2,SH09Fu,SH09Fu2,SH09Fu3,SH10Ex2,SH10Ex3,SH10Tr2,SH10Tr3,SH10Fu2,SH10Fu3,SH11Ex,SH11Ex2,SH11Ex3,SH11Tr,SH11Tr2,SH11Tr3,SH11Fu,SH11Fu2,SH11Fu3,SH12Ex,SH12Ex2,SH12Ex3,SH12Ex4,SH12Tr,SH12Tr2,SH12Fu2,SH12Fu3,SH12Fu4,SH13Ex,SH13Tr,SH13Fu,SH14Ex,SH14Fu,SH15Ex,SH15Ex2,SH15Tr,SH15Fu,SH15Fu2,SH16Ex,SH16Tr,SH16Fu,SH33Ex,SH33Tr,SH34Ex,SH34Fu,SH34Ex2,SH34Ex3,SH34Tr2,SH34Tr3,SH34Fu2,SH34Fu3,SH38Ex2,SH38Tr2,SH38Fu2,SH38Ex3,SH38Fu3,SH39Ex,SH39Fu,SH42Ex,SH42Tr,SH42Fu,SH43Ex,SH43Tr,SH44Ex,SH44Tr,SH44Fu
5926,233,0,0,0,0,17219,898,51,0,0,0,0,0,126,0,0,0,2176,1721,111455,524,0,0,0,0,0,0,5883,0,3481,0,0,0,0,12037,0,33,622,0,0,13145,0,0,574,0,0,877,0,0,9419,0,0,0,182,0,116,0,0,0,0,269,369,1186,0,0,0,0,375,0,0,0,189,0,0,0,0,780,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,207,783,0,0,0,0,0,0
1722,0,0,0,0,0,22,616,2331,4966,1817,2325,0,0,0,0,0,0,0,0,0,0,0,0,3119,2142,3941,0,2554,0,0,0,0,0,0,0,0,1917,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,0,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,1223,0,0,0,0,0,0,0,3670,0,0,0,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0
3382,0,0,0,0,0,0,1403,3086,6285,3128,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,5000,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,0,0,0,0
24,301,0,0,0,0,14,43,106,0,0,283,0,0,0,0,0,0,1747,25,139,19,0,0,0,0,0,0,168,0,185,0,0,0,0,1790,22,10,0,0,0,3916,0,0,124,0,0,1404,63,24,0,0,0,0,31,0,42,0,114,0,13410,38,147,0,0,172,0,0,0,0,0,0,0,0,0,0,86,73,63,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,64,57,1,0,0,0,0,0,0,0
1553,11461,0,0,34,0,109291,3417,92,0,3335,0,0,32,31,0,387,0,2181,6235,6558,47281,0,139,21,10,36,90,4692,73,22307,0,4022,0,0,7956,4458,28,1323,0,0,8362,1068,0,2474,0,0,3682,0,448,5506,0,0,0,0,0,476,0,0,0,0,397,276,0,2586,0,0,0,977,0,0,0,170,0,0,0,0,679,536,0,590,0,1454,0,153,0,208,7058,0,0,0,366,0,0,0,170,0,0,155,0,0,0,2948,2130,80,7451,0,1255,0,0,0,0
0,0,0,0,0,0,94,71,0,0,9,0,0,0,0,0,0,0,0,0,23,14,0,0,0,0,74,0,3,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,80,0,0,0,0,3,6,22,4,60,5,21,8,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,12,14,0,58932,57,8445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,72,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74160,0,6576
0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23224,672,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9342,0,0
0,8,0,3,778,0,0,6,3,0,0,508,0,0,16,0,0,1270,0,0,8,0,0,0,0,0,10,37,0,0,73,0,0,14,136,14,26,0,30,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,1118,1,0,0,0,16,1619,17,44,0,0,0,0,38,46982,49,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,24029,1441,120
132,0,0,304,0,0,17,0,422,0,39,74,0,0,54,0,0,0,33910,2829,11468,1785,0,0,0,0,0,0,0,0,46,0,0,13,0,6942,213,0,3132,0,0,44523,0,0,2477,0,0,3796,0,393,0,0,1372,0,161,0,8395,0,505,0,0,28,1328,6370,7787,0,0,0,0,0,0,0,0,0,14,263,0,801,258,2028,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,8876,172,0,16,172,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,80447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0
987,254,0,0,0,0,5676,3313,0,0,12366,30,0,0,0,0,284,248,719,1472,582,1444,0,0,0,0,0,0,64,723,277686,0,0,0,0,75,39,0,95,0,67,122,0,0,1429,210,174,91,0,131,124,0,0,0,0,0,16,0,0,0,0,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,246,92,0,0,30,38,0,48,0,151,0,0,0,0,0,0,0,0,0,97,0,15,0,0,0,60,642,466,5342,22,80,0,14,0,143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11753,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,2232,0,0,145675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14,0,4,4,0,0,0,0,691,1,0,43115,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14194,0,0,0,0,0,0,0,0
0,0,23,0,0,0,2967,0,0,0,0,0,0,0,0,0,0,0,11320,1263,6484,0,0,0,0,0,0,0,1040,0,2009,25739,0,0,0,1283,154,0,0,0,0,4058,0,0,0,0,0,230,0,0,7315,0,0,0,0,0,33,0,297,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0
3243,1503,0,0,0,0,219552,620,936,0,30,385,0,0,0,296,0,0,312521,8966,312755,934,0,26,0,0,0,272,43772,113,114530,326235,42424,0,0,60687,2023,539,11101,0,0,84877,1341,0,5372,0,0,6396,0,1399,180925,0,0,0,397,0,2619,0,12051,0,0,706,28756,15039,21407,0,0,0,191,0,0,0,214,0,61,265,0,712,1812,2386,0,10,320,0,262,0,0,0,0,0,0,0,0,0,0,0,0,259,33,1338,462,68,3135,15732,4682,3605,0,0,0,0,0,0
15654,10937,0,13081,736,2905,193,8217,25859,43340,20686,40580,21496,12318,29858,20361,296,1466,10578,2657,95,1158,26019,9119,24912,21126,44882,7691,31140,1060,0,8392,0,2023,15423,9330,3106,16752,24701,9699,3657,8769,10043,17037,42628,2462,473,32302,17042,12526,2369,7000,10900,3440,10715,3170,9401,0,35847,18463,8272,1192,4039,0,0,8540,4723,7604,5052,8154,5547,1282,3354,3004,2489,3076,11687,53,19783,30505,12360,9080,35016,2921,43440,0,423,12218,19959,9028,11330,24041,32996,16689,25277,17053,15820,18908,9668,1261,10539,12758,1387,7816,0,833,2866,280,0,3573,7534,0
1279,2010,0,0,0,0,57879,3544,33,0,0,0,0,0,0,0,3432,1437,1773,19183,30687,13226,0,0,0,10,0,0,1471,387,53542,0,1573,0,0,283,103,0,140,577,33,572,0,0,449,0,0,275,0,0,339,0,0,0,0,0,29,0,6,0,0,97,83,0,0,0,0,0,171,0,0,0,0,0,0,0,0,693,962,0,13,0,1085,0,0,0,0,0,0,0,0,0,97,0,0,0,53,0,0,0,0,0,504,7725,15,382,0,687,0,12,0,291
3062,26322,0,0,0,0,55526,31362,616,0,35,0,0,177,525,0,86009,34639,24517,191641,11487,126569,0,0,0,0,0,0,6544,6836,37088,1172,10775,0,0,5537,1240,144,1741,9637,0,8275,4905,0,6645,0,0,2116,0,176,1976,0,0,0,163,170,191,0,0,0,0,113,202,1174,13817,8,0,33,1216,0,0,0,0,0,0,58,0,4093,768,1272,0,0,18648,0,0,0,0,106,0,275,190,0,1826,0,0,0,1649,0,51,0,130,0,1927,1496,243,2820,0,16067,0,0,0,0
0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,108,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,14,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,5,0,0,45,0,23
618,5029,43,85,40,41,523,510,2,0,455,0,0,0,0,0,0,0,693,60,53,1016,2915,42340,18868,7284,21924,32001,0,0,234,1690,7000,160,61,7616,3465,0,4440,536,0,7980,352,0,3713,61,26,14824,0,5830,0,0,0,0,0,0,131,6909,5,116,0,0,996,263,11372,0,0,0,0,0,0,0,0,0,0,53,0,3645,1860,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,748,0,0,440,0,0,0,0,0,0,0,0
908,374,0,0,0,0,18472,369,26,0,67034,0,0,0,0,0,2248,4387,225,1959,1323,9010,14,197,50,32,87,158,541,6936,10699,0,0,11,0,1616,198,101,749,1153,0,3171,0,0,223,4092,0,270,0,27,0,0,0,0,0,0,30,0,0,0,0,6,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,193,0,363,538,4846,0,0,0,0,0,0,0,60,0,0,0,3485,0,10435,0,0,0,0,0,244,141,0,40,0,0,0,0,0,0
23590,900,0,0,0,0,59426,4623,0,0,78661,0,77,307,98,0,150653,22805,182470,2715,2089,2933,0,0,0,0,0,0,75538,292296,14974,89725,15374,0,0,74007,3804,24,6833,37412,0,64157,310,692,2352,262445,96877,6484,0,474,1352,0,0,1,10879,1005,2517,39361,1140,0,0,177257,24832,10139,14678,0,69,0,0,0,0,23,4,0,0,288,96,669,2658,7489,592,157304,81,66,3,0,67,16,0,74160,43,0,0,0,606,0,1380,0,52,0,472,219,26035,44683,289,338,0,65,0,0,0,0
0,0,0,0,0,0,0,1341,6810,0,5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49105,0,0,8223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,40,239,6225,0,2896,13358,0,0,0,0,77,512,0,211,20,24,0,134,65,396,65,85,69,439,2693,383,0,4,0,417,27,0,0,542,0,662,0,0,380,242,310,228,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,30,0,34,9,0,0,205,0,0,0,0,0,359,0,0,885,0,0,0,0,0,151,0,0,0,0,0,0,275,0,1725,0,0,0,0,0,0
135,46,0,0,0,0,143,114,78,0,3381,121,0,0,0,0,0,14,21,10,4,0,2190,8249,4592,23673,6764,4414,51,232,3844,0,0,0,0,764,13,5,74,182,0,84,0,0,65,0,307,41,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,59,0,17,7,0,7,0,83,36,0,0,512,0,14,0,0,0,468,0,216,308,0,0,0,0,0,56,0,0,0,0,0,0,61,0,70,0,0,0,8,0,0
2919,978,0,0,0,0,106,6166,150,0,1802,201,0,21,0,0,228,0,145,0,30,27,140,620,295,1576,437,264,998,7577,46969,0,0,0,0,820,0,0,512,0,0,1021,0,0,1384,3438,5250,68,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,1934,0,0,0,0,0,0,462,41,0,0,494,1409,0,0,0,0,2586,0,0,12532,1220,0,0,1289,0,1730,0,99,0,0,0,0,2432,0,29758,0,0,0,0,0,0
7860,912,0,0,25,0,3466,1868,771,14,62253,29,0,77,0,0,18310,438,661,152,430,422,29,0,0,0,0,0,1497,18302,88664,0,0,0,0,226,31,25,1823,894,240,3171,249,1074,13212,19315,33503,87,39,5938,162,0,0,0,26,83,4,0,0,0,0,199,0,0,11943,550,0,48,232,51,987,0,0,0,0,15,83,1762,437,0,44,2863,355,350,2324,0,666,853,0,11891,3733,343,0,0,391,59,499,0,36,0,19,0,367,17083,107,27644,0,0,0,0,2455,825
100,97,0,0,0,0,57,26,141,0,1232,86,0,0,0,266,76,547,1785,93,119,94,1329,8262,7534,27266,5457,4094,28,112,1442,0,0,0,0,102,108,17,0,0,0,218,0,0,258,0,72,143,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,12,0,18,0,0,0,676,0,0,0,0,0,161,0,0,208,0,0,0,31,24,51,0,12,2,0,0,0,106,0,339,0,0,0,0,0,0
148,57,0,5,0,0,115,79,552,0,1049,855,0,0,0,0,225,20,64,9,39,37,2543,7709,6001,42170,8664,4960,83,286,3800,0,0,0,0,389,52,18,144,518,0,955,0,12,233,189,1171,229,0,79,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,49,0,0,0,0,0,0,45,27,0,33,1039,88,0,0,0,0,171,0,159,0,0,0,0,0,0,132,0,0,0,23,0,20,123,0,1107,0,0,0,0,0,0
10415,353,0,0,0,0,2044,584,45,0,5859,17,0,35,0,0,575,253,983,116,158,728,0,116,78,376,109,69,512,3321,14273,4183,1913,0,0,10825,36,0,183,2029,76,2563,280,12,2766,223,534,63,27,183,64,0,0,0,0,0,76,0,30,0,0,49,32,0,0,23,28,0,0,5,574,7,10,0,0,19,0,81,67,0,299,8717,553,0,5,0,0,340,0,37270,554,2100,0,0,79,0,110,0,13,0,88,0,117,1924,4,674,0,0,0,2,0,0
716,80,0,15,15,0,165,166,16,0,15922,0,4,0,0,16728,29,148,357,171,14,89,60065,257053,137108,716437,196641,134284,77,421,1358,1315,565,0,0,712,85,6,0,324,37,1492,81,0,4784,139,729,4881,36,2733,0,0,0,0,0,0,14,0,14,0,0,14,0,0,27527,14,0,0,0,0,280,0,0,0,0,189,0,514,456,0,70,8301,239,0,30,0,0,6897,0,0,0,0,0,0,279,0,691,0,0,0,0,0,0,113,0,1442,0,0,0,280,0,12
339,395,0,6,6,0,20,91,124,0,2630,21,0,0,0,0,39,1484,159,76,60,45,501,1863,982,4990,1419,1002,82,297,48118,0,0,0,0,540,162,15,0,0,602,728,0,0,119,180,96,680,0,774,0,0,0,0,0,0,11,0,0,0,0,0,49,0,6600,66,0,0,0,0,123,0,0,0,0,0,0,91,177,0,0,2725,113,250,277,0,0,94,0,0,0,0,0,0,0,0,40,0,48,0,21,0,0,177,163,3606,0,0,0,153,0,0
9857,245,0,0,57,0,21853,1398,58,0,32941,84,0,0,11,0,378,3944,464,443,4182,1919,638,2147,1656,10599,2637,1346,3429,5280,267373,493,0,0,0,768,104,6,206,341,0,259,0,49,1981,859,2185,124,0,306,40,0,0,0,0,0,16,0,72,0,0,164,43,0,6536,0,0,0,95,0,392,0,22,0,0,0,0,475,641,0,110,3264,1619,79,46,0,74,165,0,1133,2405,242,62,84,210,28,1336,0,866,0,0,0,172,1782,14,2966,0,0,0,0,0,11
1062,384,0,0,8,0,285,5944,325,0,28315,38,4,36,0,0,1109,211,151,175,539,54,440,2258,1097,5855,1507,1090,690,3316,52724,0,0,0,0,181,595,1,236,283,0,839,98,277,4027,1923,5364,439,0,1261,100,0,0,0,6,103,5,0,42,9,0,1338,54,0,12380,235,102,33,141,0,10236,0,64,20,0,19,0,376,865,0,77,1979,173,632,675,0,0,4463,0,730,1131,0,0,0,183,0,178,18,232,0,6,0,180,1498,79,14265,0,0,0,0,0,73
19999,8301,0,0,84,0,1037,52542,384,0,11074,354,0,170,0,0,10029,147,1515,128,65,456,219,862,356,1778,461,295,7848,53306,283982,2337,1291,0,0,8155,662,48,4075,4427,0,7988,0,466,15272,29138,51033,302,91,1733,1546,0,0,0,348,1096,86,0,457,0,0,236,59,0,0,397,0,320,1458,0,15714,0,395,127,0,29,0,2911,168,0,136,3459,9525,5487,58,0,0,22125,0,1253,94778,8455,2476,2096,10086,1636,11165,0,408,0,86,0,971,16977,1088,224881,0,0,0,0,0,0
3534,681,0,0,0,0,789,2440,524,0,2954,562,0,281,0,0,409,42,480,168,55,76,177,757,349,2351,619,364,489,2240,49306,624,834,0,0,871,84,0,218,0,0,403,0,19,570,1282,2036,301,0,255,111,0,0,0,0,0,12,0,0,0,0,0,193,0,1928,31,0,0,170,0,860,0,0,0,0,0,0,649,208,0,40,376,912,618,22,0,0,1158,0,0,2333,0,0,0,0,0,334,0,33,0,0,0,511,10857,54,10567,0,0,0,9,0,27
3495,141,0,0,53,0,9,11,1988,58509,41906,23696,18042,74066,1435136,40988,17,188,311509,15345,15,2206,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,880,175832,12883,2815,19167,0,0,0,0,15,0,0,0,0,0,19,105,86703,82,26,0,0,82,0,89,0,0,0,32,26,12,12,0,16,29,17,20,24376,1814,449,4,0,50675,118520,13536,232152,159613,156,0,0,196,22,1746957,1346238,1061297,272163,541161,254836,383977,299117,10,0,3,0,0,0,0,1293892,15837,62087,22,0,24694,676,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
