SH01Ex ,SH01Ex2,SH01Ex3,SH01Tr ,SH01Tr2,SH01Tr3,SH01Fu,SH01Fu2,SH02Ex,SH02Ex2,SH02Tr2,SH02Fu,SH03Ex,SH03Ex2,SH03Ex3,SH03Ex4,SH03Tr2,SH03Tr3,SH03Fu,SH03Fu2,SH03Fu3,SH03Fu4,SH05Ex,SH05Ex2,SH05Tr,SH05Tr2,SH05Fu,SH05Fu2,SH06Ex,SH06Tr,SH06Fu,SH07Ex,SH07Ex2,SH07Tr,SH07Tr2,SH07Fu,SH07Fu2,SH08Ex,SH08Ex2,SH08Tr2,SH08Tr,SH08Fu,SH09Ex,SH09Ex2,SH09Ex3,SH09Tr,SH09Tr2,SH09Fu,SH09Fu2,SH09Fu3,SH10Ex2,SH10Ex3,SH10Tr2,SH10Tr3,SH10Fu2,SH10Fu3,SH11Ex,SH11Ex2,SH11Ex3,SH11Tr,SH11Tr2,SH11Tr3,SH11Fu,SH11Fu2,SH11Fu3,SH12Ex,SH12Ex2,SH12Ex3,SH12Ex4,SH12Tr,SH12Tr2,SH12Fu2,SH12Fu3,SH12Fu4,SH13Ex,SH13Tr,SH13Fu,SH14Ex,SH14Fu,SH15Ex,SH15Ex2,SH15Tr,SH15Fu,SH15Fu2,SH16Ex,SH16Tr,SH16Fu,SH33Ex,SH33Tr,SH34Ex,SH34Fu,SH34Ex2,SH34Ex3,SH34Tr2,SH34Tr3,SH34Fu2,SH34Fu3,SH38Ex2,SH38Tr2,SH38Fu2,SH38Ex3,SH38Fu3,SH39Ex,SH39Fu,SH42Ex,SH42Tr,SH42Fu,SH43Ex,SH43Tr,SH44Ex,SH44Tr,SH44Fu
63,31190,0,8,129,0,1719,1823,287,0,86063,1561,5,156,74,0,9012,6212,593,4006,14533,5870,0,0,0,0,0,26,443,9988,114,0,172,0,0,3109,524,61,2052,7277,0,7164,129,0,746,1831,2301,12628,21,72,991,0,0,0,12,72,3,0,0,0,0,102,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,14,170,155,0,273,1217,229,2585,0,0,0,3181,40,110,2020,498,102,518,4080,14,843,0,25,0,142,0,2429,1198,249,1328,763,76,0,20,0,56
0,0,2051,0,0,2946,0,2,0,224,202,28,41,119,933,0,0,0,0,10,0,12,0,185,0,21,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,60,0,162,58,65,116,0,0,60,0,0,620,0,0,0,0,40,23,64,0,55,77,65,75,0,0,0,0,0,0,10,0,0,0,60,3341,2246,1115,445,128,68,0,0,0,0,0,0,71,19,92,40,56,60,44,2650,59,308,111,152,36,107,237
130,0,801,104,0,1932,0,0,15,568,849,0,7,0,0,0,0,0,0,0,0,0,0,450,55,81,7,290,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,362,159,1112,427,298,540,0,0,475,0,0,2661,0,0,7967,0,221,152,403,0,249,471,399,364,0,0,0,0,0,0,5,0,0,0,285,18022,15698,1008,1865,530,334,0,0,0,0,0,0,368,137,607,320,373,401,309,93,168,510,499,855,252,565,1547
1377,0,0,5251,0,0,3905,0,2902,0,0,2697,3190,0,0,0,0,0,0,0,0,0,0,0,9335,0,6887,0,6927,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,83278,3,6720,238,0,46242,147819,1460,0,67207,13366,0,798,605,0,108238,332,78716,189436,253771,37832,231,1963,0,0,33,2527,2118,5471,1112,8356,3526,5991,0,12900,1162,1657,13760,7461,9949,30388,32853,10,3574,0,1640,70413,1411,2862,6709,0,0,0,144,1246,0,0,0,0,0,772,144,90800,0,106,32,60,750,0,2276,6,522,343,162,119,1636,19152,1270,3047,4631,1279,2910,334411,229322,565,205493,17380,46,19813,18372,853,1428,0,0,22,15848,0,0,0,0,0,10922,9969,1628,99754,330,695,0,71496,1061,3985
34263,349916,173,201,308,10843,973083,75840,6384,51,2547414,172023,242,110724,317590,0,2001455,477664,158217,6360513,813914,621377,123,160,0,4,0,855,474769,2267622,511477,86896,142850,2533234,0,424130,11079,740,52789,138624,1840137,264713,43497,1466,18211,1680664,756550,981791,523,6364,398800,274,0,0,4520,9332,24379,19891,4171,179,145896,369666,12875,21039,2055409,215,351,177,8802,0,5222,0,764,247,0,9684,69699,180191,60141,3879,9962,180108,7562,82637,1490638,0,1275670,100448,48157,38798,70208,6470,2689,135307,40220,604,52939,188,4557,0,285,0,76035,41598,16138,90706,217725,87399,0,919958,127139,57786
30222,13957,251,26989,892,5450,326,12051,22892,46476,23792,23583,28331,13010,26616,30073,472,1260,9745,2753,128,1604,19399,12944,28385,21099,41841,11919,33423,1044,0,11312,0,1743,25291,8440,2953,18995,25108,8914,3366,10054,9230,21034,42610,2107,601,30594,20704,11121,2928,11933,17337,6031,19410,5510,10727,0,36685,18784,8493,1000,4510,0,0,18640,9293,16426,11532,18894,9136,4025,7146,6082,6396,3561,12963,127,34557,33205,11305,11212,36156,2293,43768,1934,682,24294,43039,7611,11717,19279,26137,14750,22901,23491,13608,17726,10340,1755,9245,13718,1356,10405,0,1233,4264,327,0,4108,7486,0
12,6326,0,19,0,0,296,177,246,0,11283,4556,16,846,114,0,6622,8751,2595,5607,4661,5999,0,72,0,0,0,54,94,386,0,0,598,0,0,72,0,0,24,632,1649,134,0,0,0,0,403,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,335,333,500,527,9998,682,8389,166,0,147,12382,68,1778,10281,7730,3729,188,1408,0,1948,0,0,0,2,0,0,34,2052,2545,361,0,0,2597,7045,28571
13317,189492,0,0,0,0,38402,304529,8119,0,1155742,11050,0,838,760,0,40832,9192,54461,49928,96627,161629,0,0,0,1,0,0,17447,41821,220728,24929,83229,83004,0,39276,16390,124,7718,29406,702,15781,2736,0,14176,13537,2738,10503,0,2259,21741,0,0,60269,1530,3660,3342,14145,1235,0,0,1258404,2325,37249,81529,264,275,0,5496,0,4928,0,1178,0,0,20166,345,48309,55121,15805,154,12467,46850,25515,399,0,17023,0,0,0,301,0,0,167617,1870,0,520,0,301,0,305,0,9802,28978,2583,158484,552,4972,0,0,0,55238
5710,1432,0,35,0,0,61437,2593,44,0,164,0,0,0,0,0,0,0,1106,5382,1328,9284,0,0,0,0,0,0,3912,69760,81509,2460,19427,4,0,24607,1141,420,677,3004,0,1369,0,0,0,0,0,641,0,0,72,0,0,0,0,0,113,0,0,0,0,405,128,0,92075,0,0,0,249,0,0,0,60,0,0,0,0,820,492,0,3250,0,10596,14986,0,0,0,6012,0,301,34381,8796,0,0,0,0,16980,0,439,0,0,0,5387,2731,91,12049,0,0,0,0,0,9
10,396,1288,6,90,109,40,43,4,9,0,20,6,11755,11018,10880,773,655,179669,96,28,35,33313,1166305,10519,471208,81541,933037,18,27,0,1291801,656303,79,11110,897384,1533227,2165,1260,3140,14140,6,3001647,46291,3072343,56196,1201,1436008,19491,5357825,61326,68993,9541,2250,530078,14284,4647262,1157120,21864,5003,3737,411,1398648,217147,1148954,20673,7364,6885,66525,5673,223624,131,21020,6339,1545,4500,2124,1015867,2412977,987750,48212,16397,48880,120,156,0,1185,6,10,0,13,76,1773,39,0,0,2580,76499,532931,1219758,3421564,103909,3874884,597712,15,24,15,451,20408,1119446,3909,7774
0,123,0,0,315,0,0,4,10,0,30,2,0,1152,36,0,0,0,70,194,0,35,155,5095,37,2051,304,4247,7,0,0,0,0,2281,1892,249,275,0,0,18,0,11,12315,164,11896,236,439,4426,67,23954,200,332,55,13,2309,0,1515,0,97,35,0,29,347,853,4628,215,97,87,762,59,3300,7,279,83,0,60,46,424,1240,4706,260,73,1755,0,53218,1277,210,0,15,0,0,100,0,0,0,0,165,376,872,10747,12291,430,3410,596,0,3,49,10,205,10822,0,115
0,0,5,0,99,0,0,0,0,0,0,0,0,45,0,0,0,3,0,588,146,7,0,1512,0,394,0,0,0,1,0,1722,2495,20,104,1727,4855,0,0,0,0,0,18088,300,18717,369,29,6840,88,36501,0,0,0,0,0,0,1948,0,0,0,0,9,1863,0,0,22,18,0,92,0,216,0,43,0,0,0,0,473,0,4625,343,132,196,0,452,0,0,0,3,0,0,0,0,0,0,0,0,641,2883,17350,19042,675,32630,6244,0,0,0,13,0,4138,0,23
96,123540,0,0,0,0,153204,3763,189,0,0,224,0,0,49,0,0,0,813,6291,6609,799,0,0,0,0,0,0,4099,0,65506,0,2355,0,0,1205,463,38,43,0,0,1989,1384,0,2103,0,0,153,0,247,486,0,0,0,0,0,117,0,0,0,0,432,0,0,0,33,17,0,892,0,22,0,174,0,0,0,0,577,493,0,0,0,0,0,73,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,4966,509,9574,0,4900,0,0,0,0
13,292,0,574,530,0,497,739,0,0,211,0,0,10,0,0,209,78,0,0,325,3012,0,0,0,0,0,0,47,106,194,0,0,21,0,0,0,0,100,29,109,0,0,0,0,183,0,0,0,0,160,0,0,15,0,100,0,0,0,8605,1203,0,0,311,0,0,19,28,64,0,43,18,27,14,0,0,54,24733,101,0,0,0,105,205,0,0,0,48,11,0,69,38,20,334,76,0,204,0,0,0,0,0,0,0,92,690,115,28,0,53,457,1712
97,2979,0,130,0,0,648,1182,966,0,2837,8834,0,0,0,0,344,464,660,451,3545,2439,617,5726,539,347,357,2274,218,317,360,5780,33305,146,0,38180,20614,781,1499,289,1357,2019,979,0,612,0,3329,2538,95,779,1016,0,0,0,20,0,85,11083,0,417,61,0,2396,1125,0,25,0,0,71,0,160,0,26,0,0,147,33,1038,821,1264,707,859,415,5966,655,0,564,204,82,0,0,0,37,0,0,0,596,0,25,0,0,0,197,290,51,293,463,0,0,1127,0,7051
1028,13281,244,788,15553,418,8285,14204,0,0,37644,2205,13,620,155,0,16712,7776,53310,7553,49610,8860,93,537,62,0,0,188,2746,8774,4577,6926,59926,0,0,38958,29835,138,5978,3709,3151,11069,7854,0,1476,6588,13362,25492,57,1409,17094,0,0,0,441,189,1872,21747,101,10078,1136,2212,20299,32327,90322,37,23,53,1282,11,1011,0,184,65,52,1097,0,17889,6992,10077,4804,9038,5417,86182,8612,0,9582,8037,1363,1325,7404,1606,808,244,607,51,11539,0,44,0,0,0,1863,3381,1102,15168,4005,343,0,1053,639,916
568,8896,359,0,27226,576,3288,42834,286,0,52255,28801,0,391,636,0,11042,8257,17872,28307,76851,20384,521,1114,0,14,0,231,1591,2945,949,14751,151594,78,0,35416,22207,1147,5386,1213,2772,8943,2215,0,2035,2675,18640,3644,0,1553,6766,0,0,0,177,1649,1207,6428,0,2988,0,1303,15528,12405,22298,123,0,82,911,0,263,0,162,46,259,1276,88,7199,2794,20394,6840,7894,9570,83230,8257,78,8949,2987,754,1474,4599,0,488,0,0,0,3552,0,110,0,0,0,3134,1885,2047,25221,3123,518,0,12982,0,3466
199,2741,0,0,8440,0,2286,2840,168,3,2720,948,6,152,50,0,806,510,7915,10476,2818,1480,22509,273593,16843,12267,5963,63374,194,762,236,3470,34181,0,0,46717,16088,74614,14143,524,0,50379,2139,0,10035,692,980,27464,0,4095,784,0,0,0,0,0,202,13384,0,332,0,0,2235,38274,10499,8,0,0,162,0,80,0,21,0,0,291,0,8638,8687,0,362,504,282,2147,433,0,645,310,59,1103,1190,244,129,0,0,0,5203,0,17,0,0,0,301,424,117,565,246,0,0,30120,0,2189
9019,117482,3255,14677,1069938,5305,29279,87916,617,0,583510,33691,302,6294,739,0,151159,98813,109631,59962,711570,100518,4099,2175,0,0,23,5722,73067,127687,21619,81223,124401,0,0,162887,193992,4424,97788,19973,43080,490297,89994,42,29539,100522,390852,96395,4547,17099,681194,0,0,0,16232,10158,12653,220576,4368,135995,12978,11532,277782,409409,479168,2308,800,3598,41465,0,6763,95,4968,1282,870,15116,387,75941,19213,344348,79071,118979,73424,924151,65658,774,70891,49672,11056,40986,44045,8894,8667,931,1901,0,18631,99,655,0,0,0,14039,65426,16702,180174,49872,476,0,5314,673,8384
9,45147,0,0,0,0,134,2120,0,0,0,0,0,0,0,0,0,0,217,172,578,0,0,987,61,48,26,261,0,0,54,0,0,0,0,255,387,252,154,0,0,214,0,0,0,0,0,204,0,0,0,0,0,0,0,0,11,0,0,472,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,21,0,0,0,0,0,148,0,241
11681,501968,0,3223,237500,0,246987,452771,1701,0,42989,128472,142,26677,0,0,1078082,21270,56120,120771,389862,52067,280,368,1786,19,277,1299,14341,27130,41579,27351,69029,0,0,64821,13206,841,59005,52660,1140,36794,26283,34,65657,95024,93027,81292,547,23175,60198,0,0,0,3520,1359,4596,56430,616,22373,2620,479342,7450,151479,778432,501,731,658,37301,678,11637,0,3763,924,216,5117,1157,154807,136529,24004,1882,51851,29471,14116,771057,4274,772534,23856,737,28778,318235,31301,10979,0,0,2277,468166,0,0,0,153,0,25047,38997,18302,284049,15388,43836,0,78959,47200,51792
3866,25459,1855,4694,251133,3121,12153,41325,118,0,282106,15567,98,2630,0,0,47008,38722,49157,25675,231368,28376,1525,1203,0,25,0,1909,31876,40343,8513,27497,59346,0,0,58350,85316,1629,42989,9304,20026,204102,36173,0,11940,32530,92493,40718,2010,7210,206103,0,0,3,7340,4585,5364,103972,2483,43450,4081,3431,127399,173308,163598,1165,334,1876,15853,0,1926,42,1878,531,384,5542,223,37914,6808,122880,51713,64307,33236,420075,41066,316,42967,17596,4437,13175,26208,4322,4281,0,0,0,8697,0,451,0,0,0,5770,32222,8203,70203,16752,0,0,1710,0,2512
14401,686621,0,840,52335,0,347502,1830918,52,101,12365,101476,0,624,62,0,17187,5815,23794,173625,1099473,2635769,123,171,50,0,0,791,1632,5188,18858,1461,86525,0,0,21225,14600,1364,58901,2852,422,30387,18438,0,37591,6300,20330,19479,328,17115,110755,0,0,0,990,1193,1766,37452,0,10533,1039,23724,2163,35854,213773,82,219,402,1167,0,557,0,120,1319,104,0,142,737887,281630,3848,600,4074,9884,0,16063,0,30181,1586,241,1335,29959,16193,5851,0,0,135,85867,0,49,0,12,0,10935,16614,22921,80314,5040,7699,0,3751,840,389257
2914,33250,0,0,10136,121,4562,98438,324,0,9059,14549,0,749,497,0,58332,4437,20569,96424,21966,34950,123,1437,0,55,0,513,6297,2615,1122,8527,78590,0,0,24626,12048,526,13124,1181,1222,23226,5186,3,5964,1323,1779,24203,98,1834,5639,0,0,0,487,401,31837,57167,532,0,320,3463,20941,88586,219286,18,30,80,5643,11,340,0,537,40,294,292,100,14862,9608,17478,5419,8979,8344,25174,7050,50,9464,1224,207,510,4684,577,562,0,52,41,3451,44,457,0,64,0,8312,2601,811,19290,1611,179,0,1389,429,577
1038,33125,0,209,26639,4738,21209,104283,8,0,6539,4213,0,316,110,0,4704,3060,1891,12105,60855,77594,0,0,0,0,0,296,283,1347,924,0,8004,6,0,2377,2285,82,3672,1061,1672,2365,1085,0,2395,0,6740,4778,0,1387,7377,0,0,0,98,86,209,0,0,837,255,2258,950,3422,20243,0,0,53,277,0,166,6,70,318,0,7643,0,43936,18306,0,516,1298,1341,4819,2138,0,12637,628,141,0,2925,1101,431,0,203,0,8629,0,0,0,9,0,765,1202,1990,9117,812,712,0,743,581,77232
11425,8865,134,10282,593,1941,184,6759,15479,20276,10683,25120,8473,5107,13294,7330,229,672,5196,1267,99,477,12349,3703,11730,8538,23561,3447,24423,842,0,0,0,772,7152,3986,1177,6058,11733,4512,1299,3896,4600,9976,26189,1168,201,16166,9917,7618,765,0,3845,1047,4234,0,4296,0,17049,7948,4704,650,2346,0,0,3196,2202,3713,2099,3119,2157,552,1355,1286,1134,1641,5765,29,11001,17462,6574,4497,21267,1778,25367,0,293,6639,10425,4793,6783,13643,22164,9869,17110,10495,10306,10330,4604,789,5499,6852,573,3079,16,477,1237,0,0,1760,3826,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,0,0,0,0,0,25,0,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,62,2695,3366,1706,1824,1492,423,1377,1950,83,42,914,215,29,81,627,875,2598,2081,932,796,103,0,0,994,0,98,1163,373,297,1335,1085,687,454,856,396,987,1226,145,32,591,913,464,273,850,1895,568,1457,377,472,0,2864,1860,620,127,195,0,0,0,0,0,0,0,0,0,0,0,1064,303,1410,0,0,0,0,78,0,0,2959,0,65,0,0,0,0,0,0,0,0,0,0,1314,631,174,430,920,40,690,0,0,0,0,0,585,637,0
325,57942,0,1063,0,0,28767,22500,340,0,74703,1621,4,2815,238,0,52328,141065,4713,7316,8237,14744,0,0,0,0,0,0,4933,213172,76911,2218,4855,30932,0,11740,726,82,1609,6978,16217,445,8792,83,1254,40772,83623,5460,0,2191,23939,0,0,383,331,374,58,1892,60,0,0,929886,159,0,16779,0,19,29,693,0,3896,0,61,91,0,35290,2994,3886,2728,0,0,7307,5005,43160,575,0,583,124,0,3801,13139,6716,1081,27684,161960,81,54061,15,51,0,226,0,966,1635,988,17711,17836,15163,0,517,6319,65850
14937,47437,0,0,671,0,674043,126129,1745,0,53817,17451,58,6248,686,0,167723,138652,54434,70848,279367,227848,6850,49926,5195,39959,7980,23143,12568,21336,435976,13155,19269,0,0,32757,28508,187,23774,5051,18471,13113,11873,556,24839,17910,168344,42964,220,6866,28388,0,77,927,943,874,2172,39532,440,0,16251,1190386,4412,16860,153885,534,146,690,10273,138,1039,16,1281,383,59,2252,11881,63967,17609,0,2490,12873,11128,52,2029,0,28730,10430,0,3910,31866,16544,2869,12847,16448,821,80916,0,330,0,81,0,7536,9600,3521,76383,3,4696,0,610,639,138594